place_id,offer,name,category,locality,phone,maps_url,social_url,website_status,rating,review_count,score,grade,status,mockup_url,date_found,date_contacted,next_action_date,notes
ChIJ9XQo6qEOSUcRP6LxOO15q8I,A,Eco Service,service auto,Jucu,0743 302 682,https://maps.google.com/?cid=14027439524145111615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/407068096137146,social_only,4.6,53,12,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJZeIJ8WUPSUcRS4Gx8XvsPsc,A,Dani Service Rapid.srl,service auto,Bontida,0745 254 260,https://maps.google.com/?cid=14357172679183794507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/daniservicerapidsrl,social_only,4.4,66,12,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ2xtXFUBnSEcRTKPnUjtiuj4,A,Vulcanizare BTO Zalau - Aghires,service auto,Aghiresu,0771 689 599,https://maps.google.com/?cid=4520033182953218892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"https://www.google.com/maps/@47.1582985,23.0014771,1046m/data=!3m1!1e3?entry=ttu&g_ep=EgoyMDI1MDIyNi4xIKXMDSoASAFQAw%3D%3D",social_only,5,7,12,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJCawO2n8LSUcRU-Cj0kTMhFI,A,Vulcanizare Mobila Cluj,vulcanizare,Cojocna,0745 294 544,https://maps.google.com/?cid=5946102003999694931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/Vulcanizare-mobila-CLUJ-104583910946015/,social_only,4.3,21,12,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJp9qlQul_SUcRMJQ_cr41h9E,A,Magazin de Furaje Sărmașu,magazin furaje,Cojocna,0773 978 502,https://maps.google.com/?cid=15098095367859704880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/profile.php?id=100090363647458,social_only,5,4,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJT-YkwZW_SUcRgV-Jdj0BOks,A,Teocan Auto,dezmembrari auto,Dej,0726 229 285,https://maps.google.com/?cid=5420646464987160449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/talion.ro/,social_only,4.9,8,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJsUrTcoG5SUcRbHZ1orYgIFg,A,Tractari auto Dej,dezmembrari auto,Dej,0761 213 432,https://maps.google.com/?cid=6350111443374143084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/profile.php?id=100068906079347,social_only,4.9,74,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJNUE_9o6-SUcR6kZXqME5Tsg,A,ITP QH AUTO Service Bunesti,service auto,Gherla,0744 562 595,https://maps.google.com/?cid=14433537359684781802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/QHAUTO,social_only,4.6,113,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJQbe_4nzHSUcRbjwe1hgjXGw,A,Liadom Service Auto Dej,service auto,Gherla,0766 772 808,https://maps.google.com/?cid=7808154443532090478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/LiadomService/,social_only,4.4,133,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJi6ILj5K9SUcRuX-JPZA33as,A,Gumirom,service auto,Gherla,0744 398 932,https://maps.google.com/?cid=12384115642985971641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/people/Gumirom-The-Tyre-Expert/100054455320976/,social_only,4.4,124,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ2yCiVCsPSUcR9Npq1e-OM0s,A,Tarta Service,service auto,Iara Cluj,0728 107 450,https://maps.google.com/?cid=5418831937385716468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/tartaservice/,social_only,5,4,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJldR7eTYOSUcR7Xq64v9Xtxo,A,Manolemn,tamplarie lemn,Gilau,0753 397 893,https://maps.google.com/?cid=1925104122256325357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/manolemn/,social_only,5,2,11,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJF8l2agATSUcR371ywvO58Kg,A,Depozit Cherestea Vâlcele,tamplarie lemn,Mociu,0747 470 637,https://maps.google.com/?cid=12173434249372941791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/share/183Fa1wkxB/,social_only,5,5,11,A,BUILT,https://calinbotean.github.io/prospector-mockups/mockups/depozit-cherestea-valcele/,2026-08-13,,,Weekly-3 pick (2026-08-13 qualify session). Verified: no real website found via web search; phone is 07xx mobile format (WhatsApp-capable); social_only leads' FB pages exist but not confirmed active by direct fetch (Facebook blocks scraping) -- reconfirm activity before first contact. Review quotes NOT pulled (not in Places Text Search response) -- Agent 3 must pull 2-3 quotes from live Maps listing during build. Ledger correction 2026-08-17: status updated QUALIFIED -> BUILT and mockup_url set to the live GitHub Pages URL -- the mockup already existed in mockups/depozit-cherestea-valcele/ (built outside the ledger) and was independently verified live today (200 OK). Design revision pending: Calin to send screenshots with requested changes before this goes to outreach; next_action_date cleared until the revision is scheduled.
ChIJyQTGdy8RSUcR0U-Q76Niryk,A,Magazin Alimentar Enyedi,magazin furaje,Savadisla,0264 374 393,https://maps.google.com/?cid=3003727932717813713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.4,38,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJWZPRVWJpSUcREtbLPHdj9Fc,A,Dezmembrari Auto Turda Sany Copaceni,dezmembrari auto,Gilau,0744 951 124,https://maps.google.com/?cid=6337799939389380114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/SanyDezmembrari?locale=ro_RO,social_only,3.9,24,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ-xE-lO8LSUcRY8ln146vV9g,A,ADN Motor Group,dezmembrari auto,Jucu,0746 187 033,https://maps.google.com/?cid=15589121663200381283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/Dezmembrari-Auto-Cluj-ADN-Motor-Group-104654281969074,social_only,3.3,38,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJjzBu394PSUcRLi7_AqE_D-4,A,Remus Car,service auto,Floresti Cluj,0742 220 022,https://maps.google.com/?cid=17153999466450071086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.4,170,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJi9ga9ip1SUcR-_5Cx3veodw,A,La Daniel - Vulcanizare/Spalatorie self wash,service auto,Apahida,0751 495 469,https://maps.google.com/?cid=15898232782799961851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.8,155,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ31HExEoMSUcR_FGEU-gk-KE,A,RM Auto Service,service auto,Bontida,0729 120 752,https://maps.google.com/?cid=11671119014582833660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/webcarservicecluj,social_only,3.8,62,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJtSKcrJENSUcR2ZflHnAXvg4,A,Speed Auto Service,service auto,Bontida,0745 856 231,https://maps.google.com/?cid=1062312332428154841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/123speedautoservice,social_only,3.7,24,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJDfFxxAQPSUcRsO8I8-o9nnE,A,Daniel Service,service auto,Savadisla,0722 524 652,https://maps.google.com/?cid=8187049251915231152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.9,11,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ9xf4LQC5SUcR7T3yCp26o8c,A,Marco Tyres,vulcanizare,Dej,0741 499 756,https://maps.google.com/?cid=14385546818407775725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/profile.php?id=61572991202438,social_only,4.1,7,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ6WlciVrHS0cRkFkBCbIv8OA,A,"Atelier de Tâmplărie Kádár István – Uși, ferestre, scări din lemn",tamplarie lemn,Caianu Cluj,0744 554 819,https://maps.google.com/?cid=16208507500608182672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.facebook.com/share/1DBLdjL5zJ/?mibextid=wwXIfr,social_only,5,1,10,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ0x3V_ykbSUcRE-MEofXU_CQ,A,Oncos Impex,magazin furaje,Gilau,0264 265 915,https://maps.google.com/?cid=2665239230930019091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.4,97,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJM87oXQAbSUcRopm2Yt7yuVA,A,Giardini E Fiori,magazin furaje,Gilau,0775 257 284,https://maps.google.com/?cid=5816947430678501794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.9,29,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJO6d888EOSUcRPmGdH-SW1yE,A,Serlad,magazin furaje,Floresti Cluj,0748 964 817,https://maps.google.com/?cid=2438583629771530558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.4,9,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJGWJp-sgPSUcRO0kJ1vF0xqY,A,Magazin de pescuit Eroilor 14 Floresti,magazin furaje,Floresti Cluj,0742 246 851,https://maps.google.com/?cid=12017421237711620411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.5,6,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJcwdp8SMQSUcRiraRGtcVvaY,A,Merca Vet,magazin furaje,Floresti Cluj,0743 043 041,https://maps.google.com/?cid=12014783394502260362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.7,27,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJoUZt4TujSUcRK7m7TQaa-Ec,A,NOVATICOM - Productie Furaje,magazin furaje,Jucu,0724 346 760,https://maps.google.com/?cid=5186064322781755691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,5,30,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJZ7ueiql2SUcRcxAPQP52oS0,A,La Doi Pasi - OCRE,magazin furaje,Cojocna,0754 500 248,https://maps.google.com/?cid=3288040037325672563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.4,57,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJk-m1hPwRSUcRcTf5q4aRD3I,A,Dezmembrãri Auto,dezmembrari auto,Gilau,0752 354 101,https://maps.google.com/?cid=8218947852571326321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.5,18,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJ5w1VRyobSUcRB0lgbIPiJI4,A,Piese Auto Eni Trans-La Pali,dezmembrari auto,Gilau,0747 333 286,https://maps.google.com/?cid=10242560506634193159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.6,32,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJeVWx1g0bSUcRle2r2yL_u8M,A,ProAutoPiesa SRL,dezmembrari auto,Gilau,0746 175 231,https://maps.google.com/?cid=14104147183220288917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,5,11,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJDYGOcb8TSUcRCdTgvC7VydQ,A,Dezmembrari Ford Cluj,dezmembrari auto,Gilau,0745 458 593,https://maps.google.com/?cid=15333020803073627145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.5,29,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJradd0OUPSUcR-TlTj9PlDiE,A,Dezmembrări Mercedes Cluj,dezmembrari auto,Gilau,0732 425 225,https://maps.google.com/?cid=2382093949731027449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.5,66,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJh6T8H-gOSUcRXB9QbZ0Pjr8,A,9006 Auto,dezmembrari auto,Gilau,0749 977 759,https://maps.google.com/?cid=13802987076755398492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.4,319,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJS7hHNZgNSUcRdcsIHl5VaAk,A,Dakrom Power,dezmembrari auto,Gilau,0726 604 073,https://maps.google.com/?cid=677885606638439285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,5,14,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJSeuIdVEOSUcR9nPTzcZm8Aw,A,Dezmembrari Auto Renault,dezmembrari auto,Gilau,0745 997 168,https://maps.google.com/?cid=932358126908437494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.8,48,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJfXcWWY2-SUcR43dvUkGmGjY,A,Expo Autotec SRL,dezmembrari auto,Jucu,0754 068 825,https://maps.google.com/?cid=3898611226928707555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,4.5,35,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
ChIJd1DGY63TYa8R76zMQD7Xw_c,A,Dezford MDI,dezmembrari auto,Bontida,0744 911 978,https://maps.google.com/?cid=17853350010201877743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,none,5,11,9,A,NEW,,2026-08-13,,,"Extra A-lead from 2026-08-13 scan, held for a future week (WIP cap = 3 builds/week)."
