place_id,scan_date,name,category_query,locality,address,phone,website_status,social_url,rating,review_count,maps_url,types
ChIJaaYVd4QPSUcRQWdZ1MGUYls,2026-08-13,Agropan,magazin furaje,Baciu Cluj,"Strada Magnoliei 2, 407055 Baciu",,none,,3.4,5,https://maps.google.com/?cid=6584989165381314369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bakery|food_store|store|food|point_of_interest
ChIJBRTzSp4OSUcRwzZlW4rdT3E,2026-08-13,Multiplu Impex,magazin furaje,Baciu Cluj,"Strada Ploiești 3-5-7, 400157 Cluj-Napoca",,none,,4.4,11,https://maps.google.com/?cid=8164988235754583747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store|store|food|point_of_interest|establishment
ChIJh9VGpl8NSUcR1PPO69vNm8Q,2026-08-13,Agrofarm Marius,magazin furaje,Baciu Cluj,"Strada București 79, ap 33, parter, 400000 Cluj-Napoca",0770 202 324,social_only,https://www.facebook.com/profile.php?id=100081438834159,5,9,https://maps.google.com/?cid=14167143397261767636&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist|food_store|store|food|point_of_interest
ChIJGQ7mYVcNSUcRGeSolce-x2s,2026-08-13,Magazinul Gospodarului,magazin furaje,Baciu Cluj,"Strada Plevnei 168, 400394 Cluj-Napoca",,none,,4.3,11,https://maps.google.com/?cid=7766385846842352665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store|store|food|point_of_interest|establishment
ChIJWb2_KQALSUcR7PNb9eurWXE,2026-08-13,Magazin agricol,magazin furaje,Apahida,"Strada Libertăţii 255, 407035 Apahida",,none,,5,1,https://maps.google.com/?cid=8167748429135213548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store|food|point_of_interest|store|establishment
ChIJoUZt4TujSUcRK7m7TQaa-Ec,2026-08-13,NOVATICOM - Productie Furaje,magazin furaje,Jucu,"Str. Clujului 3, 407105 Bonțida",0724 346 760,none,,5,30,https://maps.google.com/?cid=5186064322781755691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food|point_of_interest|supplier|store|establishment
ChIJM4zy9lMJSUcRzmHxvQbO1-Q,2026-08-13,Biomar,magazin furaje,Jucu,"Strada Oașului 241, 400394 Cluj-Napoca",0745 357 195,none,,4,4,https://maps.google.com/?cid=16489875088992199118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food|point_of_interest|supplier|store|establishment
ChIJ5dcVHQChSUcRxvyzjhrDfRw,2026-08-13,Magazin furaje Rascruci,magazin furaje,Jucu,Răscruci,0754 549 059,none,,5,1,https://maps.google.com/?cid=2053011523981540550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,store|point_of_interest|establishment
ChIJL-jMhb69SUcRre7OwIf7VZ8,2026-08-13,Pet Shop Gherla,magazin furaje,Gherla,"Strada Liviu Rebreanu 14, 405300 Gherla",0736 127 147,none,,4.8,79,https://maps.google.com/?cid=11481359385524891309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,store|supplier|food|point_of_interest|establishment
ChIJN55WBJO9SUcRLx4x_z4zZlk,2026-08-13,Home Garden Supermarket,magazin furaje,Gherla,"Strada Romană 1, 405300 Gherla",,none,,4.5,8,https://maps.google.com/?cid=6441892662662471215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,supermarket|grocery_store|food_store|store|food
ChIJgUEz2KS9SUcR7hnQPKqL7H8,2026-08-13,Euromarket,magazin furaje,Gherla,"Strada Primăverii 6A, 405300 Gherla",0264 247 705,none,,4.1,34,https://maps.google.com/?cid=9217896100601534958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store|store|food|point_of_interest|establishment
ChIJn7l0cAC9SUcRmAJZ1MDoUEk,2026-08-13,Ferma Gherla,magazin furaje,Gherla,"Strada Liviu Rebreanu 60, 405300 Gherla",0772 563 241,none,,1,1,https://maps.google.com/?cid=5282978277799559832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,wholesaler|point_of_interest|service|establishment
ChIJAUhx9he9SUcRWfOzCzhgWkY,2026-08-13,Veritas,magazin furaje,Gherla,405300 Gherla,,none,,4.5,2,https://maps.google.com/?cid=5069470124389692249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,grocery_store|food_store|store|food|point_of_interest
ChIJNWFDu769SUcR1vaE5599ISM,2026-08-13,Anzona,magazin furaje,Gherla,"Strada Liviu Rebreanu 10, 405300 Gherla",0264 241 117,none,,4.4,5,https://maps.google.com/?cid=2531442591296452310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,store|point_of_interest|establishment
ChIJxaKfC524SUcRbcabHuUDA1s,2026-08-13,Magazin Agri Ferm,magazin furaje,Dej,"Strada Vasile Alecsandri, 405200 Dej",,none,,,0,https://maps.google.com/?cid=6558089764977493613&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,grocery_store|food_store|store|food|point_of_interest
ChIJU0asi225SUcR4fKt_FQa3A0,2026-08-13,Laura’s Pet Shop,magazin furaje,Dej,"Bloc B3, Strada Unirii 14, 405200 Dej",,none,,4.9,15,https://maps.google.com/?cid=998702169688240865&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pet_store|store|point_of_interest|establishment
ChIJvb3IE5rxSEcRZ9b4IUBAGds,2026-08-13,MESIADA HUEDIN,magazin furaje,Huedin,"Strada Horea 63, 405400 Huedin",0758 148 237,none,,4.8,10,https://maps.google.com/?cid=15787720612916024935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store|store|food|point_of_interest|establishment
ChIJ8WVXAtnxSEcR_UgQg9wMwxk,2026-08-13,Fitofarmacia AGRII HUEDIN,magazin furaje,Huedin,"Strada Budai Nagy Antal 26, 405400 Huedin",0786 338 099,none,,,0,https://maps.google.com/?cid=1856341612637997309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,food_store|store|food|point_of_interest|establishment
ChIJc8hqgq7xSEcRtJFLtxN7RQg,2026-08-13,Carmangeria S.C. Kofti S.R.L.,magazin furaje,Huedin,"Strada Poştei 3, 405400 Huedin",,none,,4.8,24,https://maps.google.com/?cid=596017850306236852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,grocery_store|food_store|store|food|point_of_interest
ChIJB2MNem_wSEcRg8X8StcUoOE,2026-08-13,Magazin Furaje Si Seminte,magazin furaje,Huedin,"405400 Huedin, România",,none,,,0,https://maps.google.com/?cid=16258017569716094339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|establishment
ChIJucahIgA_SUcRppVwPlvZUCE,2026-08-13,Oncos,magazin furaje,Iara Cluj,"DJ107M 109, Iara",,none,,,0,https://maps.google.com/?cid=2400657587301291430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,store|point_of_interest|establishment
ChIJyQTGdy8RSUcR0U-Q76Niryk,2026-08-13,Magazin Alimentar Enyedi,magazin furaje,Savadisla,"Savadisla Str Mare nr 346 jud Cluj cod 407505, 407505 Săvădisla",0264 374 393,none,,4.4,38,https://maps.google.com/?cid=3003727932717813713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,convenience_store|food_store|store|food|point_of_interest
ChIJm4tEgBMMSUcRKVupyRJiYLE,2026-08-13,VIRELI IMPEX S.R.L.,magazin furaje,Savadisla,"Str. Între Lacuri 15, 400394 Cluj-Napoca",0744 396 239,none,,5,1,https://maps.google.com/?cid=12781323575309720361&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|establishment
ChIJE0JANigDSUcROPhsB-xSt4s,2026-08-13,Ferma Cionca,magazin furaje,Capusu Mare,Căpuşu Mic,,none,,4.9,16,https://maps.google.com/?cid=10067606665700374584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,grocery_store|food_store|food|point_of_interest|store
ChIJp9qlQul_SUcRMJQ_cr41h9E,2026-08-13,Magazin de Furaje Sărmașu,magazin furaje,Cojocna,"Strada Trandafirilor 3, 547515 Sărmașu",0773 978 502,social_only,https://www.facebook.com/profile.php?id=100090363647458,5,4,https://maps.google.com/?cid=15098095367859704880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,supplier|store|food|point_of_interest|establishment
ChIJZ7ueiql2SUcRcxAPQP52oS0,2026-08-13,La Doi Pasi - OCRE,magazin furaje,Cojocna,"Strada Republicii, 407240 Cojocna",0754 500 248,none,,4.4,57,https://maps.google.com/?cid=3288040037325672563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,grocery_store|food_store|store|food|point_of_interest
ChIJjdKZsb1qnmsRDc6EdUqFAs4,2026-08-13,La Doi Pasi - OCRE Traian,magazin furaje,Cojocna,"Strada Traian 51, 407240 Cojocna",0743 477 094,social_only,https://www.facebook.com/profile.php?id=61554654033007,4.5,11,https://maps.google.com/?cid=14844573876612288013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,supermarket|grocery_store|food_store|store|food
ChIJR9VCLjmDSUcR92zHkgmliC8,2026-08-13,Furaje viva,magazin furaje,Mociu,"DN16 91, 407427 Mociu",0757 303 803,none,,5,1,https://maps.google.com/?cid=3425168977151094007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,store|point_of_interest|establishment
ChIJk-m1hPwRSUcRcTf5q4aRD3I,2026-08-13,Dezmembrãri Auto,dezmembrari auto,Gilau,"PFPV+9G, 407280 Florești",0752 354 101,none,,4.5,18,https://maps.google.com/?cid=8218947852571326321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|store|point_of_interest|car_repair|service
ChIJcS11qGAMSUcRQQPnnQ_RkgM,2026-08-13,Dezmembrari V.A.G Cluj,dezmembrari auto,Gilau,"Strada Soporului, 400482 Cluj-Napoca",0738 517 770,none,,4,192,https://maps.google.com/?cid=257497993717416769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|store|point_of_interest|car_repair|service
ChIJ5cIzbYAOSUcRgsGif-HSaqU,2026-08-13,Dezmembrari Dacia,dezmembrari auto,Gilau,"Strada Gheorghe Marinescu 62, 400000 Cluj-Napoca",0745 038 714,none,,4.2,37,https://maps.google.com/?cid=11919571229740286338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|store|point_of_interest|car_repair|service
ChIJ5w1VRyobSUcRB0lgbIPiJI4,2026-08-13,Piese Auto Eni Trans-La Pali,dezmembrari auto,Gilau,407310 Gilău,0747 333 286,none,,4.6,32,https://maps.google.com/?cid=10242560506634193159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,market|store|point_of_interest|car_repair|service
ChIJeVWx1g0bSUcRle2r2yL_u8M,2026-08-13,ProAutoPiesa SRL,dezmembrari auto,Gilau,"Strada Principală 229, 407310 Comuna Gilău",0746 175 231,none,,5,11,https://maps.google.com/?cid=14104147183220288917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|store|point_of_interest|car_repair|service
ChIJDYGOcb8TSUcRCdTgvC7VydQ,2026-08-13,Dezmembrari Ford Cluj,dezmembrari auto,Gilau,"valcele fn, Feleacu, Vâlcele",0745 458 593,none,,4.5,29,https://maps.google.com/?cid=15333020803073627145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,shopping_mall|auto_parts_store|store|point_of_interest|car_repair
ChIJradd0OUPSUcR-TlTj9PlDiE,2026-08-13,Dezmembrări Mercedes Cluj,dezmembrari auto,Gilau,"DC142B, 407055 Cluj-Napoca",0732 425 225,none,,4.5,66,https://maps.google.com/?cid=2382093949731027449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|service|establishment
ChIJh6T8H-gOSUcRXB9QbZ0Pjr8,2026-08-13,9006 Auto,dezmembrari auto,Gilau,"Strada Lombului FN, 400227 Cluj-Napoca",0749 977 759,none,,4.4,319,https://maps.google.com/?cid=13802987076755398492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|store|point_of_interest|car_repair|service
ChIJS7hHNZgNSUcRdcsIHl5VaAk,2026-08-13,Dakrom Power,dezmembrari auto,Gilau,"Strada Hodăi FN, langa, Str. Emerson, 400641 Cluj-Napoca",0726 604 073,none,,5,14,https://maps.google.com/?cid=677885606638439285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|service|establishment
ChIJWZPRVWJpSUcREtbLPHdj9Fc,2026-08-13,Dezmembrari Auto Turda Sany Copaceni,dezmembrari auto,Gilau,"E60, 407501 Copăceni",0744 951 124,social_only,https://www.facebook.com/SanyDezmembrari?locale=ro_RO,3.9,24,https://maps.google.com/?cid=6337799939389380114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|market|store|point_of_interest|car_repair
ChIJSeuIdVEOSUcR9nPTzcZm8Aw,2026-08-13,Dezmembrari Auto Renault,dezmembrari auto,Gilau,"Str. Donath Nr. 211D, 400535 Cluj-Napoca",0745 997 168,none,,4.8,48,https://maps.google.com/?cid=932358126908437494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|car_repair|service|establishment
ChIJz_K5F2cOSUcRDJ6-JPibw-w,2026-08-13,G&M Impex,dezmembrari auto,Gilau,"Mănăștur, Cluj-Napoca",0264 452 397,none,,4.1,639,https://maps.google.com/?cid=17060651303480237580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|store|point_of_interest|car_repair|service
ChIJK7LU0je_SUcRxBBkGrQ32fQ,2026-08-13,Dezmembrari auto 2005,dezmembrari auto,Gilau,"Nima 42B, 405200 Nima",0765 387 709,none,,4,4,https://maps.google.com/?cid=17643194261877035204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|service|establishment
ChIJMwSk5iQLSUcR9nsQx4R3unw,2026-08-13,RMD Auto,dezmembrari auto,Apahida,"Centura Apahida-Vâlcele FN, Sub Coastă",0749 417 011,none,,5,1,https://maps.google.com/?cid=8987627418530380790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,storage|point_of_interest|service|establishment
ChIJ-xE-lO8LSUcRY8ln146vV9g,2026-08-13,ADN Motor Group,dezmembrari auto,Jucu,"Strada Traian Vuia, 407423 Cluj-Napoca",0746 187 033,social_only,https://www.facebook.com/Dezmembrari-Auto-Cluj-ADN-Motor-Group-104654281969074,3.3,38,https://maps.google.com/?cid=15589121663200381283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|store|establishment
ChIJfXcWWY2-SUcR43dvUkGmGjY,2026-08-13,Expo Autotec SRL,dezmembrari auto,Jucu,"Bunesti 38, 407411 Bunești",0754 068 825,none,,4.5,35,https://maps.google.com/?cid=3898611226928707555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|car_repair|point_of_interest|service|store
ChIJd1DGY63TYa8R76zMQD7Xw_c,2026-08-13,Dezford MDI,dezmembrari auto,Bontida,"Ion Luca Caragiale 29A, 407042 Sânnicoară",0744 911 978,none,,5,11,https://maps.google.com/?cid=17853350010201877743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,service|point_of_interest|establishment
ChIJw0NBPQC9SUcRr69hJigBsNk,2026-08-13,Agromec,dezmembrari auto,Gherla,"Strada Clujului 17, 405300 Gherla",0264 241 585,none,,4.3,4,https://maps.google.com/?cid=15686038774085693359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJowPjqIi5SUcRJHmHs7obKi0,2026-08-13,Gavris Dezmembrari,dezmembrari auto,Dej,"Strada Sărata de Jos 2, 405200 Dej",0768 808 047,none,,4.1,15,https://maps.google.com/?cid=3254444169418471716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ-81vPQDHSUcROu5mRxgqp14,2026-08-13,Dezmembrari autoutilitare Dej,dezmembrari auto,Dej,407260 Cuzdrioara,,none,,5,1,https://maps.google.com/?cid=6820466444441415226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,service|point_of_interest|establishment
ChIJk25Pcq-5SUcR3NMO-X2I-2A,2026-08-13,Autobit,dezmembrari auto,Dej,"Strada Avram Iancu 23, 405200 Dej",0760 600 086,none,,4.9,48,https://maps.google.com/?cid=6988329321426244572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|tire_shop|car_repair|store|service
ChIJR1NX4m_HSUcRJHP2BLy176M,2026-08-13,Fil Autoserv,dezmembrari auto,Dej,"bistritei nr.12c1, 405200 Dej",0741 085 047,none,,4.3,91,https://maps.google.com/?cid=11812860166757839652&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|car_repair|transportation_service|service|point_of_interest
ChIJT-YkwZW_SUcRgV-Jdj0BOks,2026-08-13,Teocan Auto,dezmembrari auto,Dej,"Strada Vâlcele 36E, 405200 Dej",0726 229 285,social_only,https://www.facebook.com/talion.ro/,4.9,8,https://maps.google.com/?cid=5420646464987160449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|transportation_service|point_of_interest|establishment
ChIJsUrTcoG5SUcRbHZ1orYgIFg,2026-08-13,Tractari auto Dej,dezmembrari auto,Dej,"Strada 1 Mai 74, 405200 Dej",0761 213 432,social_only,https://www.facebook.com/profile.php?id=100068906079347,4.9,74,https://maps.google.com/?cid=6350111443374143084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,transportation_service|service|point_of_interest|establishment
ChIJMzmSkOoPSUcRxy-JuCBSw2c,2026-08-13,TransAuto,dezmembrari auto,Dej,"Strada Partizanilor 120, 400000 Cluj-Napoca",0729 308 116,none,,4.2,63,https://maps.google.com/?cid=7476910106853584839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|transportation_service|point_of_interest|establishment
ChIJkyeQRq-4SUcRYHrPPuLt7-w,2026-08-13,Piese Auto Import,dezmembrari auto,Dej,"Strada Sărata de Jos, 405200 Dej",,none,,,0,https://maps.google.com/?cid=17073126268357016160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|car_repair|store|service|point_of_interest
ChIJDVgzk_dnSUcRTmJ4_iAA1yA,2026-08-13,Dezmembrari auto Campia Turzii-Enrimar,dezmembrari auto,Campia Turzii,"Strada Iancu Jianu 36b, 405100 Câmpia Turzii",0728 393 337,none,,5,4,https://maps.google.com/?cid=2366360270914740814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,service|point_of_interest|establishment
ChIJj3l9si5pSUcRN30hAKd6tJc,2026-08-13,lohan Market,dezmembrari auto,Iara Cluj,"E60, 407501 Copăceni",0743 810 309,none,,3.8,30,https://maps.google.com/?cid=10931497053215358263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|car_repair|store|point_of_interest|service
ChIJuwBBkOcRSUcRBBJu3hYxzBM,2026-08-13,SERVICE AUTO PROFESSIONAL & QUICK,dezmembrari auto,Capusu Mare,"Sat Finișel, nr 85A, 407506",0743 505 425,none,,4.3,7,https://maps.google.com/?cid=1426569156260401668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|service|establishment
ChIJ96IIaolnSEcR-x6tLSVxDJ0,2026-08-13,SC AUTOPARTS SRL,dezmembrari auto,Aghiresu,"Aghireș, nr. 438/A, 457246 Aghireș",0755 543 608,none,,4.3,10,https://maps.google.com/?cid=11316544368169262843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,service|point_of_interest|establishment
